Favorite Count,Retweet Count,Tweet Created At,Tweet Text,User Name
0,0,2019-07-31 01:18:25,@KamalaHarris @NRA You better get busy defending the compaign contributions by the h ins industry.,🇺🇸
0,0,2019-07-31 01:18:24,Ever meet those people that say “ my children will never be disrespectful” &amp;  their children end in juvenile hall at 11 years old? this kind of reminds me of that https://t.co/YcfwusAP2f,justme
0,0,2019-07-31 01:18:24,@KamalaHarris You’re a fraud.,シンデ ィ
0,0,2019-07-31 01:18:20,"@SarahKSilverman @ewarren and @KamalaHarris are brilliant, experienced, and prepared.",Penny
0,0,2019-07-31 01:18:17,"@SenSanders @ewarren @PeteButtigieg @KamalaHarris ""We can't choose a candidate we don't believe in just because we're too scared to do anything else. I am not afraid."" -- @ewarren 

So little climate fodder I'm forced to tweet out the candidates best one-liners.",Zoya Teirstein
0,0,2019-07-31 01:18:15,"@HardscrabbleEsq @VABVOX @KateBolduan @BernieSanders @fshakir @KamalaHarris Also note that he 2017 &amp; 2019 M4A bills themselves are not identical, nor are either identical to the dozens of previous (non-Sanders) “Medicare for All” bills into’d over decades. (Never mind Bernie’s 2014 mess, which wasn’t SP.)",Sharon Krossa 🌊Call Congress: (202) 224-3121🌹🍩
0,0,2019-07-31 01:18:15,"@KamalaHarris @TheRevAl Al is a race hustler, like Jesse.",Axelrod
0,0,2019-07-31 01:18:14,"@KamalaHarris Right don’t forget about all the illegals we will pay for too,You will never be president!",Davida Duncan
0,0,2019-07-31 01:18:09,"@KamalaHarris Doesn’t your state have some of the most restrictive and infringing gun laws in the books yet look what still happened? Yep, throw more laws at it. That will help. #ShallNotBeInfringed #stillwaiting",Mayo_is_not_a_dip
0,0,2019-07-31 01:18:05,"@amyklobuchar @ewarren @BernieSanders @jaketapper @PeteButtigieg @SenSanders @JoeBiden @KamalaHarris @NRA @parscale @marwilliamson @JerrySeinfeld Tbh it was no small group who expected @TimRyan to tank hard when he addressed the @NationalAction Network conference in NYC -- and having seen it in person, can tell you he didn't tank. Does that affect #DemDebates? Separate question.",Celeste Katz
0,0,2019-07-31 01:18:04,@KamalaHarris @NRA Good ideas as in acting other dem candidates and making false accusations of racism?,Yer Wan
0,0,2019-07-31 01:18:00,"@KamalaHarris Is that for citizens or illegals? Because you said you would decriminalize illegal border crossing, which means literally anyone can enter the country, see a doctor or hospital and then leave. So, who’s gonna pay for all this?",I hear Gitmo is lovely this time of year
0,0,2019-07-31 01:17:56,"@KamalaHarris Seriously, you will NEVER be President!!!",❤️🇺🇸Patty🇺🇸❤️
0,0,2019-07-31 01:17:53,"@KamalaHarris @TheRevAl Kammy you are the most ignorant person I've ever seen! You know absolutely NOTHING about Al Sharpton! I have someone I want you to Google, honey. Look up Tawana Brawley. There you will see the REAL Al Sharpton!",Alan Garrison
0,0,2019-07-31 01:17:53,"@KamalaHarris @NRA Wrong strategy, Harris",Daniel Hayes
0,0,2019-07-31 01:17:45,@KamalaHarris The best Democrat running is Tulsi Goddard. And no mention of her at all in the press—they know she is a good person,CeceLiberty
0,0,2019-07-31 01:17:41,@KamalaHarris @TheRevAl Al is straight up corrupt. Look at his past history.,Cali-Hillbilly™️ 🇺🇸Nationalist & Patriot
0,0,2019-07-31 01:17:35,@KamalaHarris 10 years later. Who can wait that long for your plan?!?! Someone else would be president by then.,SFGuy Who Punches Nazis & Commits White Genocide🌹
0,0,2019-07-31 01:17:35,@RobinMi91975906 @EngagedPatriot @KamalaHarris Oh. There are tons of research done on this matter by various universities and economic institutions. There is even a group that collects data from them to bill a comprehensive report with all sorts of charts and graphs. The break down of costs for each class is also available.,Winchester
0,0,2019-07-31 01:17:34,@HandsyJoseph @SanjMohip @MikeGravel @marwilliamson @TulsiGabbard @AndrewYang @JohnDelaney @KamalaHarris He's become an interchangeable,A$AP Chris 🐉🐉🐾🐾❤
0,0,2019-07-31 01:17:28,"@KamalaHarris Even if you took 100% of the top’s assets you’ll still not have enough. Stop lying to people.,",🇺🇸America the Beautiful 🇺🇸
1,0,2019-07-31 01:17:23,@douglasemhoff @meenaharris @KamalaHarris Can't wait for tomorrow. Excited!!!,Edwin
1,0,2019-07-31 01:17:23,Sigh I’m bored of these white guys. @KamalaHarris can you live tweet this so i have something to do? #DemDebates,Hsiaolei Miller
0,0,2019-07-31 01:17:22,@KamalaHarris Groveling hypocrite.,Lee77
0,0,2019-07-31 01:17:14,"@KamalaHarris @NRA Great, but what about the votes @govtrack keeps telling me you're missing?",JM Hardin 😺🏳️‍🌈
0,0,2019-07-31 01:17:13,"@KamalaHarris Wake up you're dreaming ""YOU WILL NEVER BE PRESIDENT OF ANYTHING BUT THE OUTHOUSE"".  GUESS KAMALA IS IN LALA LAND. Maybe The Great President Trump will let you ""CLEAN TOILETS IN THE NON EXISTING DOG HOUSE!!",Fallon Trice-Doughty
0,0,2019-07-31 01:17:08,@KamalaHarris What about forcing change within the health insurance industry to reduce overall cost?  What about going after the drug companies?  Other countries have done this. Why should US subsidize lower health care costs for everywhere but here?,David Diamond
0,0,2019-07-31 01:17:07,"@sulkyracer @kidgolferman @KamalaHarris She's lost her mind.
Way too much time kneeling.....",MikeTheFan40
0,0,2019-07-31 01:17:07,@douglasemhoff @meenaharris @KamalaHarris Doug- next round on me... you game?,Jamie SB
0,0,2019-07-31 01:17:03,@TheOfficerTatum @KamalaHarris She’ll be President when pigs learn to fly.. that’s how much chance she has. When people are shown her behavior at the Kavanaugh hearings her run for office is over.,Bob Gerbasi
1,0,2019-07-31 01:16:59,@KamalaHarris Another racist idea!,Rick Kinseth
0,0,2019-07-31 01:16:47,"Too many candidates and too little time for real focus. It's the design, and way too many candidates. Beto needs to run in Texas. Marianne is a moon beam. It's not the year for a reasonably tall guy. We need to motivate, those who will bring it home.  That means @KamalaHarris https://t.co/1muIgDR1gP",Denali Pac
0,0,2019-07-31 01:16:45,"@KamalaHarris When you're President, Marianne Williamson can ride her unicorn over to the White House and sage it for ya!
#aintgonnahappen",Vanessa Durbin
0,0,2019-07-31 01:16:35,"@AprilDRyan @CNN This format is awful and the candidates seem to feel like they have to get a slam in to grab a headline.  It’s not effective in getting my attention. 
@ewarren and @PeteButtigieg are leading for me.  
I want to see them debate @JulianCastro @KamalaHarris @CoryBooker",Cat Barone
0,0,2019-07-31 01:16:34,@CelesteKatzNYC @amyklobuchar @ewarren @BernieSanders @jaketapper @PeteButtigieg @SenSanders @JoeBiden @KamalaHarris @NRA @parscale @marwilliamson @JerrySeinfeld He's VERY unlikable.,702 Yankee Babe
0,0,2019-07-31 01:16:32,@Hondo_n_Chief @KamalaHarris @NRA I’m F’ing jealous right now. Extremely happy for you though!!,🇺🇸NYC Marine🇵🇷
0,0,2019-07-31 01:16:29,@CharlesMBlow @nytopinion Bc no #KamalaHarris tonight.,Chimyere Prema ☕️
0,0,2019-07-31 01:16:23,@infinite_socks @briebriejoy @KamalaHarris Charles is a great healthcare analyst &amp; wrote this about it &amp; he does other plans as well. Take a look. Look at others. The best plan is what we all want. I hope. Good luck on your surgery. 😊  ttps://twitter.com/charles_gaba/status/1147230557606154241?s=20,Crippled Jerk 🐝 zero tolerance for nonsense
0,0,2019-07-31 01:16:23,@HeartbeatofUSA @douglasemhoff @meenaharris @KamalaHarris Ignorant and classless,lovely
0,0,2019-07-31 01:16:19,"@MsRat3 @RepStevenSmith @KamalaHarris So sorry but probably a good idea too get out while you can soon no pne will want to buy a home or live there those that stay will loose everything they worked their whole life for
.",Ralph S
0,0,2019-07-31 01:16:18,@KamalaHarris The middle class doesn't want what you are peddling.,JMomEsq
0,0,2019-07-31 01:16:17,"@JoeDiSano @KamalaHarris @JoeBiden Joe Biden is a unique candidate. He seems to be at his best when he's boring.

When he starts to get interesting, he's usually in trouble.",Frank Nemecek
0,0,2019-07-31 01:16:17,@JoeZvanut @andreagonram @KamalaHarris @AOC You'll be long dead (as will I) before this comes to pass,Bjesse1
0,0,2019-07-31 01:16:15,@KamalaHarris Where’s the money coming from? You growing a tree in all that shit in LA?,jacquie
0,0,2019-07-31 01:16:13,This debate is whack. Where's @KamalaHarris ?,"Travis ""Individual 1701"" Johnson"
1,0,2019-07-31 01:16:11,"@SenateDems @SpeakerPelosi @SenWarren @KamalaHarris @ACLU @MtnMD @maziehirono @tedlieu @SenDuckworth @AOC

@CNN IS MAKING THIS LIKE A COLISEUM 10-GLADIATOR BATTLE!

WHAT AN INSULTING APPROACH TO ASK RAPID FIRE QUESTIONS! 

CNN Democratic debate night 1 https://t.co/EvvEo5Uglj",PJC
0,0,2019-07-31 01:16:10,@KamalaHarris When your President we will all be taken by global warming!!,John Gunning
1,0,2019-07-31 01:16:10,@douglasemhoff @meenaharris @KamalaHarris Tell Kamala that we are excited to see her tomorrow! Also tell her this: https://t.co/VyB8CEUDD8,Daniel Hayes
0,0,2019-07-31 01:16:06,"@SenSanders @ewarren @PeteButtigieg @KamalaHarris Beto O'Rourke invokes the ""courage of our convictions"" to defeat climate change 🙄",Zoya Teirstein
0,0,2019-07-31 01:16:06,"@KamalaHarris Socialism is not the answer 
#PromiseNeverKept
#HeelsUpHarris https://t.co/Fx96JmDybf",Robert Sherwood ⭐⭐⭐
0,0,2019-07-31 01:16:02,"@infinite_socks @briebriejoy @KamalaHarris I really can't do it justice &amp; honestly there's a couple things I don't like. I wish more ppl would own that more bc this shouldn't be about a candidate. If it was Bernie's plan, I'd still like it bc I've been hoping for something like this for a long time.",Crippled Jerk 🐝 zero tolerance for nonsense
0,0,2019-07-31 01:16:00,"@KamalaHarris It won’t be enough, especially when you include all the illegals.",Stephanie Easland
0,0,2019-07-31 01:15:58,@DameAlexander @DorienPaul @KamalaHarris Agree.,Hemant mehta ︽✵︽
0,0,2019-07-31 01:15:56,"I’ve seen video of @TheRevAl engaging in racism but we don’t talk about that because it’s racist. @KamalaHarris , show us proof of the work of @TheRevAl and the benefits to all those people he claims. Show us documents like tax records as proof? https://t.co/F5pODzDOwp",KJS
0,0,2019-07-31 01:15:55,@KamalaHarris @NRA Thank you Kamala!,Eaden Shantay
0,0,2019-07-31 01:15:54,@kimlikesithere @TheBlackCaucus @realDonaldTrump @TheRevAl @KamalaHarris CBC DID allow it to grow!  That's why they have no answer to Donald Trump's truth about the devastation that is Black America!  But the data is readily available!  But the next step is REPAIR (reparations) but they don't have the guts for the fight!,James Hodges
0,0,2019-07-31 01:15:49,Henderson said he's currently a @KamalaHarris supporter because he's an atheist &amp; a secularist &amp; he wants to keep religion out of politics.,Paige Godden
0,0,2019-07-31 01:15:49,"@KamalaHarris @NRA If you want to reduce violence, focus on violent people. Making it harder for people who never harm anyone to be armed does nothing to reduce violence or save lives.",Search for Deterrence Dispensed
0,0,2019-07-31 01:15:48,"@KamalaHarris Unfortunately, you will not become President.",Hood Theorem
0,0,2019-07-31 01:15:48,@KamalaHarris @TheRevAl Trump is the one who has done so much for are country,Charm Cracker music
0,0,2019-07-31 01:15:47,I really wanna see @KamalaHarris and @potus on the debate stage.,DeeCaptain ⚓️
0,0,2019-07-31 01:15:46,@KamalaHarris If it’s your plan then it’s not #MedicareForAll. Maybe you could call it #KamalaHarrisBoughtOutByPrivateInsurance,MyDelayedRxn2Life
2,1,2019-07-31 01:15:40,@KamalaHarris @NRA Way too radical for voters. This is America not a concentration camp run by Socialists. Not in this Country. We believe in Freedom not...... I owe my soul to the Company Store!! We don't want your FREE STUFF. We earn our own Way! We don't exchange Free for Government Control.,ElaineDonahoe
0,0,2019-07-31 01:15:34,"How does @CNN see this and think ""no problem here!"" They couldn't add @CoryBooker or @KamalaHarris or @TulsiGabbard or @AndrewYang? This is ridiculous! YOU'RE PART OF THE PROBLEM! #DemDebate https://t.co/sNIhvqmu9K",Steve-O
0,0,2019-07-31 01:15:32,"@HardscrabbleEsq @VABVOX @KateBolduan @BernieSanders @fshakir @KamalaHarris Saying “It’s not Medicare for All” *is* saying she can’t call her plan Medicare for All.

&amp; no, Medicare for All is not a term if art w/ a specific meaning. Most voters have no idea about the details of any bill &amp; when they hear that phrase they think it means Medicare, not SP",Sharon Krossa 🌊Call Congress: (202) 224-3121🌹🍩
0,0,2019-07-31 01:15:29,"@davidsirota @KamalaHarris she is a wolf in sheeps clothing, people will get tricked by her because she is more likeable than hilary was but have the exact same tactics and public/private stances",gandalf the grey Non-giver of MORTYS
0,0,2019-07-31 01:15:19,@MCampbell1041 @KamalaHarris @TheRevAl Sounds like your describing a Zionist to me?,Rebecca
0,0,2019-07-31 01:15:19,You are a fiscal idiot https://t.co/VAJdXaTvZD,Scott S
0,0,2019-07-31 01:15:16,@douglasemhoff @meenaharris @KamalaHarris Willie there ? https://t.co/XimcMdjSeM,T E A
0,0,2019-07-31 01:15:15,Attention Democrats I will vote for someone that has a position based on thought and passion - not polling. Otherwise you are Trump 2.0 @BernieSanders @PeteButtigieg @ewarren @KamalaHarris @JoeBiden @JohnDelaney @marwilliamson @Hickenlooper @BetoORourke,Jason Berberian
0,0,2019-07-31 01:15:15,"@KamalaHarris Hello Soror, If you are for increasing the taxes on Middle Class that make above 100K then you aren’t helping us but hurting the Middle Class. I can’t stand with you if this is your plan. Please confirm or clarify.",Carmen Y. Alsum
2,0,2019-07-31 01:15:14,@DUMPSTERTRUFFL1 @tupactoo @KamalaHarris I’m now living in Nevada. Can’t wait to do the same. I don’t trust the gov to be there in an emergency in time.  Bronson time baby!,Bobcat
0,0,2019-07-31 01:15:10,@KamalaHarris @TheRevAl Haha he has spent his life exploiting African Americans! He’s a crook and a liar!!!,Randy Goff
0,0,2019-07-31 01:15:09,@SpeakerPelosi @GavinNewsom @RobBonta @KamalaHarris   The Dems just said “We are a strong enough Country to Welcome ALL Immigrants”  Why are we not Strong enough to clean up Baltimore and Los Angeles?,Lipstick Bail Bonds
0,0,2019-07-31 01:15:08,"@KamalaHarris LMAO.

Kamala Harris is NOT going to tax RICH people. 

She has been a PUPPET for the Billionaires and Corporations for years.

The RICH people OWN the politicians. 

Wake up people!

You are being LIED TO!

#MAGA
@realDonaldTrump @CharlieKae17 
@charliekirk11 @TuckerCarlson",Rick Sanchez
0,0,2019-07-31 01:15:07,@KamalaHarris @NRA Prediction: Ban guns for FHA loan recipients who hold a CVS rewards card for at least four years.,Ben ❄
0,0,2019-07-31 01:15:01,One-quarter of new moms in the U.S. return to work within two weeks of giving birth -- a contributing factor to maternal mortality. How are you planning to tackle this issue @senwarren @ewarren @amyklobuchar @gillibrandny @SenGillibrand @SenKamalaHarris @KamalaHarris?,Labor Project
3,0,2019-07-31 01:14:56,Which 2020 candidate should bring up #DCStatehood in tomorrow’s debate? @MichaelBennet @SenGillibrand @JulianCastro @CoryBooker @JoeBiden @KamalaHarris @AndrewYang @TulsiGabbard @JayInslee or @BilldeBlasio?,Students for D.C. Statehood
0,0,2019-07-31 01:14:48,@TwinklingTania @KamalaHarris I plan on dying in 12 years when we're boiled alive from climate change.,🌭⚾️ Ross ⚾️🌭
0,0,2019-07-31 01:14:46,"@KamalaHarris @NRA How exactly? What you gonna do? Take all our guns? That will be a cold day in HELL. THAT is one reason why we have had this Republic so long, is because people like YOU know that we will defend ourselves if you try to take our Constitutional rights away. IDIOT...YOU are NOT Obama",Nicoleigh
0,0,2019-07-31 01:14:39,@KamalaHarris God help if you are.... my 21 year SoCal born son works a part time job and got dumped by medical because “he doesn’t qualify” —- and your qualifying people who are here illegally? Please... just stop.,Norb Kohler
3,0,2019-07-31 01:14:38,Can we just make @KamalaHarris and @ewarren co-presidents and the men can go suck it? #DemocraticDebate2020 #demdebate,L.R. Olson
0,0,2019-07-31 01:14:37,@KamalaHarris @NRA Ok guy!,John Cassidy
0,0,2019-07-31 01:14:33,"@KamalaHarris @NRA Some good and valid points but, some of your figures are sketchy. I feel like you’re lumping the gun show guy in with the illegal gun runner guy who you have no record of and will still not be punished.",Sue Graham
0,0,2019-07-31 01:14:27,@KamalaHarris @NRA Start with CA Homeless and rat infested streets @KamalaHarris it’s tome to end the #DemocraticPlantations https://t.co/pwDAdonpzS,BlessedMamaC
0,0,2019-07-31 01:14:26,"@KamalaHarris @NRA Exactly what ""action"" would you take? Your empty rhetoric is already old. Give us the details on how you'd fix the problem. Every one of you have the same tired line, ""its time for action"". My ass. If you cared at all, you'd have a plan that made sense.",03Sniper17
0,0,2019-07-31 01:14:22,@douglasemhoff @meenaharris @KamalaHarris We are READY for the queen to take the stage tomorrow night! #proud #Kamala2020,Ashley
0,0,2019-07-31 01:14:20,"@ClaytonChuqiFan @KamalaHarris Yes! And it was only for the elderly. Over 65, not a pass for addicts and drunks.",Morgan VanBibber’s mom
2,0,2019-07-31 01:14:18,@douglasemhoff @meenaharris @KamalaHarris When did you get your checkmark???  It's about damn time. Enjoy your night.,I am playing Bravenak next.
1,0,2019-07-31 01:14:16,Just tell me when I can vote for 1. @KamalaHarris  2. @ewarren or 3. @amyklobuchar,Stevie (she/her)
0,0,2019-07-31 01:14:14,@TeamWarren Awesome @ewarren @JoeBiden @KamalaHarris @BernieSanders https://t.co/OFdOQINFMf,Palforall
2,0,2019-07-31 01:14:13,I can't wait to see her talk about all the things the white folks have been yelling about tonight. https://t.co/z6Qaa60xo0,Bravenak the Quiet
1,1,2019-07-31 01:14:10,"@SenSanders @ewarren @PeteButtigieg @KamalaHarris Hickenlooper says the Green New Deal will be a disaster at the ballot box, ""might as well FedEx the election to Donald Trump.""

Pretty good line, and he's the only candidate to talk about the GND so far. Feels like a repeat of last debate.",Zoya Teirstein
0,0,2019-07-31 01:14:08,@KamalaHarris She shamelessly lies that should tell voted wehat kind of president she is gonna be . Go away coffee Hillary,SAF
0,0,2019-07-31 01:14:06,"@HeWasAllTime @KamalaHarris @NRA I don't mean to be impertinent, it just seems to me that no one can adequately explain the need for the type of weapon we're talking about phasing out. Do you believe that any currently available commercial weapon could possibly protect you from tyranny in the age of drones?",Gabriel🦇Bogart
0,0,2019-07-31 01:14:01,"@KamalaHarris @TheRevAl First he's not a ""reverend""
He's a race baiter.
And when was the last time you've heard Al talk about salvation or love or grace or forgiveness or Jesus or God?",Rich Eagleson
0,0,2019-07-31 01:14:00,"I hate these split #DemDebate .

Who wants to bet @CNN let's @JoeBiden &amp; @KamalaHarris take shots at @BernieSanders &amp; @ewarren half of night two without being able to defend themselves.

Highest polling ones should have all been together.",James Music APRN
0,0,2019-07-31 01:13:52,@KamalaHarris @NRA Actually you should get the NRA to protect our schools.,MinnesotaMark
0,0,2019-07-31 01:13:51,@KamalaHarris It’s stupid,dont break my legs
2,0,2019-07-31 01:13:47,"@amyklobuchar @ewarren @BernieSanders @jaketapper @PeteButtigieg @SenSanders @JoeBiden @KamalaHarris @NRA @parscale @marwilliamson @JerrySeinfeld if you were waiting for the @BernieSanders #electability argument in #DemDebates tonight (based on polling), there you go.",Celeste Katz
0,0,2019-07-31 01:13:47,"@yeahokisee @JammieWF @KamalaHarris November 2015 Paris attacks in France 
2018 Macerata attack in Italy.

NOW TELL US AGAIN HOW THEY DON'T HAPPEN IN COUNTRIES WITH GUN LAWS????",Dan Mortensen
0,0,2019-07-31 01:13:46,"@skolsister2017 @AnitaM86 @notcapnamerica @kimmurphy100 @RP4Democrats @rhonda_harbison @PeteButtigieg @KamalaHarris I like her more every time I see her speak.  Pete is brilliant and a hell of a debater, but I think Kamala's experience puts her a bit ahead of him.  Either one gets my vote.  Whoever takes the Dem nomination.",MC 🌊
0,0,2019-07-31 01:13:45,"🔒 on laundry detergent at SF @Walgreens.

This is what happens when you decriminalize theft.

@KamalaHarris is behind this. This is the @TheDemocrats at work. https://t.co/G0iqBkWWfo",TX 🕳️
0,0,2019-07-31 01:13:41,@ArthurSchwartz @HolyCow95669497 @ewarren @KamalaHarris @JGreenblattADL @ADL That is because Sharpton was always part of Farrakhan's group .. So he hates Jews Whites Christians.. Etc Etc.,Roe
0,0,2019-07-31 01:13:40,"@ScarletLetterA4 @KamalaHarris @TheRevAl Race Hustler, that may be the perfect Brand for Sharpton",RocDoc
1,0,2019-07-31 01:13:37,@CherylH95005477 @KamalaHarris Thats all we get and economy will fall imensly with layoffs.,Charles Young
7,5,2019-07-31 01:13:28,"Yes, @KamalaHarris is the most viable and qualified candidate. https://t.co/DQdeOcZ4B9",Damien C
0,0,2019-07-31 01:13:19,"Dust off the stage for @SenKamalaHarris❗️ 
#KHive #ForThePeople #KamalaHarris #Kamala2020 https://t.co/Pd5dLFJoA7",Jaeh Nation 🏳️‍🌈✊🏿🇺🇸
0,0,2019-07-31 01:13:14,@KamalaHarris Why are there empty seats tonight at debate? I wanted to see you but was told no seats were available. 1st and 2nd balconies are empty. I am a Soecial Education teacher at WashtenawCounty Detention Center. Thank you.,Sue Bloom
1,0,2019-07-31 01:13:13,"Every Soror ain’t a sister. 
Every sister ain’t a friend. 
Every friend ain’t a president. 
It’s sounding like a no for @KamalaHarris.",Nikia Jefferson
2,0,2019-07-31 01:13:09,@DUMPSTERTRUFFL1 @tupactoo @KamalaHarris I just read it. Pot heads will have a hard time finding their guns with pockets full of Doritos and patchouli oil.,Bobcat
0,0,2019-07-31 01:13:06,"@yeahokisee @JammieWF @KamalaHarris 2011 Frankfurt Airport shooting
2016 Munich shooting in Germany
2007 Jokela school shooting 
2008 Kauhajoki school shooting in Finland
2010 Bratislava shooting in Slovakia
2011 Norway attacks in Norway
2012 Toulouse and Montauban shootings
2015 Charlie Hebdo shooting",Dan Mortensen
